,battle_id,url
67,LMQPL5YXE,https://hera-public-files.azureedge.net/public-images/Omarxsa/1902c57181314f93bc9ec14a000315bd.original.jpg
68,3QBPYAYUW0,https://hera-public-files.azureedge.net/public-images/hdooi10/32546b2b862c400e83207da6e22d9aec.original.jpg
69,LRDRCXLBOK,https://hera-public-files.azureedge.net/public-images/zZAL_qasem/0a2ed5f9c77c48c8a950bdee9a82ea9b.original.jpg
70,LRDRCXLBOK,https://hera-public-files.azureedge.net/public-images/zZAL_qasem/ed6619be87bd4466bb4fb81db3b7c804.original.jpg
71,3ZB1TEX0,https://hera-public-files.azureedge.net/public-images/m7sn/3fe43d59abf542589bc856c02dd8f4cd.original.jpg
72,3ZB1TEX0,https://hera-public-files.azureedge.net/public-images/m7sn/009bce8b39f84f2cb56b97995805336f.original.jpg
73,LVGYFXWIQK,https://hera-public-files.azureedge.net/public-images/Fz3ax/1848aaf1bb834c36975e12576552e4bd.original.jpg
74,LVGYFXWIQK,https://hera-public-files.azureedge.net/public-images/Fz3ax/5692dcff4d2d4333bddedc1e1c88ff44.original.jpg
75,LVGYFXWIQK,https://hera-public-files.azureedge.net/public-images/Fz3ax/ee7b764c71f34670ac6e6e5ee161eeae.original.jpg
76,LVGYFXWIQK,https://hera-public-files.azureedge.net/public-images/Fz3ax/ba92283d96444033bd6bed1085756d41.original.jpg
77,4968A17EC3,https://hera-public-files.azureedge.net/public-images/Ruki/7bc0da86cf034dfdaadb49944d36e3e6.original.jpg
78,4235DCF957,https://hera-public-files.azureedge.net/public-images/majedRBGFF/f50dfcca754d44839595ebc4aa1163d1.original.jpg
79,4235DCF957,https://hera-public-files.azureedge.net/public-images/majedRBGFF/c98a4bd79d5c4f24b2673ec3a640fdd4.original.jpg
80,4235DCF957,https://hera-public-files.azureedge.net/public-images/majedRBGFF/12b72dabc8de476c9792f3df4b97fb55.original.jpg
81,4235DCF957,https://hera-public-files.azureedge.net/public-images/majedRBGFF/63e1e16ac6a64b2f82ec23f6338791be.original.jpg
82,49WWXTLAMU,https://hera-public-files.azureedge.net/public-images/BlusteryManager/b7b9a203cc5c426f9c75950dc2c97d4d.original.jpg
83,49WWXTLAMU,https://hera-public-files.azureedge.net/public-images/BlusteryManager/e8d32f908e1c4a28b124fcf84af4516c.original.jpg
84,MBD7DAKSVK,https://hera-public-files.azureedge.net/public-images/Peen_Killr1/213e53abaff544e7adedaa93a662f4bb.original.jpg
85,M7YRPKB7RE,https://hera-public-files.azureedge.net/public-images/Reko_1/10ff1fef7cf94b6e92e4099c8b146198.original.jpg
86,M7YRPKB7RE,https://hera-public-files.azureedge.net/public-images/Reko_1/5879478ccd884c9486656f1ba7136b90.original.jpg
87,M5WFQVEXWE,https://hera-public-files.azureedge.net/public-images/MR_78/e432cfaf730b4346a558c28a089a0360.original.jpg
88,4FIOUPETYL,https://hera-public-files.azureedge.net/public-images/FAHAD_/dff4e11178234f659f2ee2672592dc74.original.jpg
89,4F11D83DA3,https://hera-public-files.azureedge.net/public-images/Mystery_M7/1b187975446b42b0a943ae61678169b6.original.mov
90,4BF14869E1,https://hera-public-files.azureedge.net/public-images/xShiro/a4c85a04668146a5a43bc7b0952b4755.original.jpg
91,4BF14869E1,https://hera-public-files.azureedge.net/public-images/xShiro/2667c5fb197a46b9a1dd21347a2c21b0.original.jpg
92,4C292D016C,https://hera-public-files.azureedge.net/public-images/Youtube_i7rb27/ff737a65c6954cfbb65fa1044afac7eb.original.mov
93,4C292D016C,https://hera-public-files.azureedge.net/public-images/Youtube_i7rb27/917e05176df44110b766a2e8eecfbd46.original.jpg
94,4C292D016C,https://hera-public-files.azureedge.net/public-images/Youtube_i7rb27/cda522172e72459e86d78ac921b43296.original.jpg
95,4C292D016C,https://hera-public-files.azureedge.net/public-images/Youtube_i7rb27/e8348fc769de43868159b8807a2bff16.original.jpg
96,MOJ8B8JTX0,https://hera-public-files.azureedge.net/public-images/bo_azzam/25e3c05c4a7246a49b58ed34f1f9a81c.original.jpg
97,MS6AMASLU,https://hera-public-files.azureedge.net/public-images/saudFC10/2c6c41ed52a9416186d7177e1b736ccc.original.jpg
98,MS0VZWZWLE,https://hera-public-files.azureedge.net/public-images/rGiw/45639f2c355c422f8736aa16b69330a9.original.jpg
99,4Z8ZB18LX0,https://hera-public-files.azureedge.net/public-images/One1/d86bf130920a438b890b034dbc2c2662.original.jpg
100,4Z8ZB18LX0,https://hera-public-files.azureedge.net/public-images/One1/3a418d5866f941abb7652487398584fb.original.jpg
101,5141C3A3F8,https://hera-public-files.azureedge.net/public-images/ziFHD/d1db317412764d84947caa6b1024fa49.original.jpg
102,5141C3A3F8,https://hera-public-files.azureedge.net/public-images/ziFHD/e069bfe603f844b5b74841c525e83c9f.original.jpg
103,MUL0BRIYQK,https://hera-public-files.azureedge.net/public-images/v7seen/070d4b51d6c246ad8fe420396d4dd16c.original.jpg
104,MUL0BRIYQK,https://hera-public-files.azureedge.net/public-images/v7seen/2f03903b820449d1aa11874d932c830c.original.jpg
105,5BB8A8D1A4,https://hera-public-files.azureedge.net/public-images/Paverion/6f64d05dd5f049108722699322c431c3.original.jpg
106,5BB8A8D1A4,https://hera-public-files.azureedge.net/public-images/Paverion/1be2b658cc6c4a7db8e944652455e95d.original.jpg
107,5C434C82E8,https://hera-public-files.azureedge.net/public-images/abdullahx2/e064698829cc4dbb99240eb7bd7064d4.original.jpg
108,57E8839465,https://hera-public-files.azureedge.net/public-images/MAN3/16ded451a2cd400f9da5c64d24d0f249.original.jpg
109,57E8839465,https://hera-public-files.azureedge.net/public-images/MAN3/297b3f7cf53f49099d1c8b752ee6df24.original.jpg
110,N6C7HSS2MS,https://hera-public-files.azureedge.net/public-images/GL6hxx1/43a9e29323e3444285e93ffef6829059.original.jpg
111,N6C7HVEBME,https://hera-public-files.azureedge.net/public-images/Saudi1Spoiler/dcd430cfc9424c719ae15060559cc138.original.jpg
112,N3WKQYXZDE,https://hera-public-files.azureedge.net/public-images/iRnf/9950ae2fe43a4a849becf46a217aca44.original.jpg
113,N3WKQYXZDE,https://hera-public-files.azureedge.net/public-images/iRnf/e9e23a71e7684a9dbeecbd90342d4910.original.jpg
114,N6C7HM5WFQ,https://hera-public-files.azureedge.net/public-images/GL6hxx1/7a90faebda754b408af3b7ee2d92a662.original.jpg
115,N6C7HM5WFQ,https://hera-public-files.azureedge.net/public-images/GL6hxx1/e6a25038d86549488f43785fd31ccfd7.original.jpg
116,N6C7HM5WFQ,https://hera-public-files.azureedge.net/public-images/GL6hxx1/f0fb79456b4245bcb3d0360be7094d05.original.jpg
117,N6C7HM5WFQ,https://hera-public-files.azureedge.net/public-images/GL6hxx1/30ec19c1a22b49b6b04c332bf06647a8.original.jpg
118,5C671876B6,https://hera-public-files.azureedge.net/public-images/Ysk9087/3930b0a8bf0744e186f15876936dfbcd.original.jpg
119,5C671876B6,https://hera-public-files.azureedge.net/public-images//c8670c84cb1841afbfa5e8d5ff1c659d.original.jpg
120,5C933499F8,https://hera-public-files.azureedge.net/public-images/iFWY/4c49093d81904fb9a443e0f44107a533.original.jpg
121,5C933499F8,https://hera-public-files.azureedge.net/public-images/iFWY/4d030ae9f68e4bdbb12c9cd10c71ee86.original.jpg
122,5C933499F8,https://hera-public-files.azureedge.net/public-images/iFWY/19f4497dc08e407ea34922605907a6ae.original.jpg
123,5C933499F8,https://hera-public-files.azureedge.net/public-images/iFWY/45877f97083a4fca8f14f214870fe942.original.jpg
124,5GCCFRJIUU,https://hera-public-files.azureedge.net/public-images/zZAL_qasem/75b0db2f978a48b0ae18970c128d3dfd.original.jpg
125,5GCCFRJIUU,https://hera-public-files.azureedge.net/public-images/zZAL_qasem/274fce8bbead4031b3289b501f48bd6a.original.jpg
126,5CB38C03BE,https://hera-public-files.azureedge.net/public-images/LMX/9bc3baddbd5f4e56bd90a011e8d4d02b.original.jpg
127,NF34P5R8K,https://hera-public-files.azureedge.net/public-images/nf3a/771c6bce695d4a09bac8f79e1c36913c.original.jpg
128,NF34P5R8K,https://hera-public-files.azureedge.net/public-images/nf3a/e56b092d605841319abf8887ca3fe385.original.jpg
